image,score
images/female/caucasian/noah-buscher-AUM5vcnuYd4-unsplash.jpg,5.392857142857143
images/female/caucasian/11.jpg,6.642276422764229
images/female/hispanic/joanna-nix-walkup-u7_TR3LGqhU-unsplash.jpg,7.380952380952381
images/female/caucasian/human-3183056_1920.jpg,5.888888888888889
images/male/hispanic/132.jpg,6.472868217054264
images/female/caucasian/adult-1867889_1920.jpg,7.592592592592593
images/male/hispanic/man-2087436_1920.jpg,5.382882882882884
images/female/indian/woman-761642_1920.jpg,4.111111111111111
images/female/asian/girl-5846478_1920.jpg,6.444444444444445
images/male/hispanic/creative-christians-6EwRNsuhFo4-unsplash.jpg,5.354166666666667
images/female/asian/alex-sorto-kNstJF4l5cA-unsplash.jpg,6.892857142857143
images/male/caucasian/bruno-bucar-BGcjf5DzK_8-unsplash.jpg,5.752032520325203
images/female/indian/make-up-artist-3987573_1920.jpg,6.344827586206897
images/male/hispanic/male-4444163_1920.jpg,3.944444444444445
images/female/asian/mathias-huysmans-U4JDjYmjn1g-unsplash.jpg,6.5
images/male/indian/ankush-minda-uPIDtOdCINY-unsplash.jpg,6.2875
images/female/caucasian/40.jpg,8.166666666666668
images/male/caucasian/nathan-dumlao-4m2-An3yFx0-unsplash.jpg,6.198863636363637
images/female/caucasian/marcel-strauss-4W0-5NOr6dg-unsplash.jpg,5.462962962962963
images/male/black/pexels-alex-green-5699771.jpg,4.222222222222222
images/male/caucasian/mateus-pinheiro-6e0z7TFIlo0-unsplash.jpg,6.458333333333333
images/female/indian/women-4419736_1920.jpg,6.0
images/female/indian/dollar-gill-Ciujwy5epq4-unsplash.jpg,8.1
images/male/indian/man-2367954_1920.jpg,6.215686274509804
images/female/hispanic/raamin-ka-4lQmQ_DBbNc-unsplash.jpg,7.973684210526316
images/female/hispanic/woman-984247_1920.jpg,7.666666666666667
images/female/asian/aiony-haust-Nsze2HlxoZo-unsplash.jpg,8.2
images/male/caucasian/pexels-andrea-piacquadio-3824771.jpg,2.625
images/female/caucasian/fezbot2000-nahUo1GhcrA-unsplash.jpg,8.192307692307692
images/female/hispanic/siavosh-hosseini-XIDBMAAHGpQ-unsplash.jpg,4.0
images/female/caucasian/girl-641673_1920.jpg,4.8
images/male/indian/noorulabdeen-ahmad-nDrV5Wq2lxU-unsplash.jpg,5.333333333333333
images/female/caucasian/thinking-1887363_1920.jpg,7.666666666666667
images/female/caucasian/logan-weaver-GLE_xlFgXTI-unsplash.jpg,7.285714285714286
images/female/caucasian/8.jpg,6.15151515151515
images/male/asian/huy-le-XibZiVSku68-unsplash.jpg,5.1725
images/female/caucasian/karsten-winegeart-7dmtZSxMDi0-unsplash.jpg,6.578947368421052
images/female/caucasian/mark-decile-UxJh17PRILY-unsplash.jpg,7.444444444444445
images/female/caucasian/andreea-pop-uR4cG4C2tsg-unsplash.jpg,6.282051282051281
images/female/indian/pexels-mentatdgt-1167134.jpg,6.777777777777778
images/female/indian/woman-smiling-1057659_1920.jpg,7.111111111111111
images/male/hispanic/face-3265605_1920.jpg,3.843137254901961
images/male/caucasian/pexels-spencer-selover-775358.jpg,7.666666666666667
images/female/caucasian/granny-1280445_1920.jpg,3.03448275862069
images/female/caucasian/portrait-3364406_1920.jpg,6.038461538461538
images/female/caucasian/business-3188067_1920.jpg,6.827586206896552
images/female/caucasian/anastasiya-pavlova-7ip-IOC2yvA-unsplash.jpg,7.148148148148148
images/female/black/woman-1018291_1920.jpg,5.379310344827586
images/female/hispanic/4.jpg,6.916279069767441
images/female/black/pexels-jermaine-ulinwa-3321515.jpg,7.0
images/male/indian/muhammad-murtaza-ghani-nUjfEYmJYl0-unsplash.jpg,4.619047619047619
images/female/hispanic/woman-4552028_1920.jpg,3.862068965517242
images/male/asian/businessman-1247947_1920.jpg,7.036585365853658
images/female/black/ziphaus-NizskSsegM8-unsplash.jpg,6.606060606060606
images/female/caucasian/softball-1440812_1920.jpg,5.619047619047619
images/male/black/mohammad-faruque-SpIKPT8zeAs-unsplash.jpg,4.825
images/male/indian/diego-sanchez-ABNwyVyvCbo-unsplash.jpg,7.181818181818182
images/male/caucasian/robert-godwin-cdksyTqEXzo-unsplash.jpg,4.952380952380953
